Time [s], x, der(x)
0.846, 0.429128, -0.429128
0.8465, 0.428914, -0.428914
0.847, 0.428699, -0.428699
0.8475, 0.428485, -0.428485
0.848, 0.428271, -0.428271
0.8485, 0.428057, -0.428057
0.849, 0.427843, -0.427843
0.8495, 0.427629, -0.427629
0.85, 0.427415, -0.427415
0.8505, 0.427201, -0.427201
0.851, 0.426988, -0.426988
0.8515, 0.426774, -0.426774
0.852, 0.426561, -0.426561
0.8525, 0.426348, -0.426348
0.853, 0.426135, -0.426135
0.8535, 0.425922, -0.425922
0.854, 0.425709, -0.425709
0.8545, 0.425496, -0.425496
0.855, 0.425283, -0.425283
0.8555, 0.425071, -0.425071
0.856, 0.424858, -0.424858
0.8565, 0.424646, -0.424646
0.857, 0.424433, -0.424433
0.8575, 0.424221, -0.424221
0.858, 0.424009, -0.424009
0.8585, 0.423797, -0.423797
0.859, 0.423585, -0.423585
0.8595, 0.423374, -0.423374
0.86, 0.423162, -0.423162
0.8605, 0.422951, -0.422951
0.861, 0.422739, -0.422739
0.8615, 0.422528, -0.422528
0.862, 0.422317, -0.422317
0.8625, 0.422105, -0.422105
0.863, 0.421894, -0.421894
0.8635, 0.421684, -0.421684
0.864, 0.421473, -0.421473
0.8645, 0.421262, -0.421262
0.865, 0.421052, -0.421052
0.8655, 0.420841, -0.420841
0.866, 0.420631, -0.420631
0.8665, 0.42042, -0.42042
0.867, 0.42021, -0.42021
0.8675, 0.42, -0.42
0.868, 0.41979, -0.41979
0.8685, 0.41958, -0.41958
0.869, 0.419371, -0.419371
0.8695, 0.419161, -0.419161
0.87, 0.418952, -0.418952
0.8705, 0.418742, -0.418742
0.871, 0.418533, -0.418533
0.8715, 0.418324, -0.418324
0.872, 0.418114, -0.418114
0.8725, 0.417905, -0.417905
0.873, 0.417697, -0.417697
0.8735, 0.417488, -0.417488
0.874, 0.417279, -0.417279
0.8745, 0.417071, -0.417071
0.875, 0.416862, -0.416862
0.8755, 0.416654, -0.416654
0.876, 0.416445, -0.416445
0.8765, 0.416237, -0.416237
0.877, 0.416029, -0.416029
0.8775, 0.415821, -0.415821
0.878, 0.415613, -0.415613
0.8785, 0.415406, -0.415406
0.879, 0.415198, -0.415198
0.8795, 0.41499, -0.41499
0.88, 0.414783, -0.414783
0.8805, 0.414576, -0.414576
0.881, 0.414368, -0.414368
0.8815, 0.414161, -0.414161
0.882, 0.413954, -0.413954
0.8825, 0.413747, -0.413747
0.883, 0.41354, -0.41354
0.8835, 0.413334, -0.413334
0.884, 0.413127, -0.413127
0.8845, 0.412921, -0.412921
0.885, 0.412714, -0.412714
0.8855, 0.412508, -0.412508
0.886, 0.412302, -0.412302
0.8865, 0.412096, -0.412096
0.887, 0.41189, -0.41189
0.8875, 0.411684, -0.411684
0.888, 0.411478, -0.411478
0.8885, 0.411272, -0.411272
0.889, 0.411067, -0.411067
0.8895, 0.410861, -0.410861
0.89, 0.410656, -0.410656
0.8905, 0.41045, -0.41045
0.891, 0.410245, -0.410245
0.8915, 0.41004, -0.41004
0.892, 0.409835, -0.409835
0.8925, 0.40963, -0.40963
0.893, 0.409426, -0.409426
0.8935, 0.409221, -0.409221
0.894, 0.409016, -0.409016
0.8945, 0.408812, -0.408812
0.895, 0.408608, -0.408608
0.8955, 0.408403, -0.408403
0.896, 0.408199, -0.408199
0.8965, 0.407995, -0.407995
0.897, 0.407791, -0.407791
0.8975, 0.407587, -0.407587
0.898, 0.407384, -0.407384
0.8985, 0.40718, -0.40718
0.899, 0.406976, -0.406976
0.8995, 0.406773, -0.406773
0.9, 0.40657, -0.40657
0.9005, 0.406366, -0.406366
0.901, 0.406163, -0.406163
0.9015, 0.40596, -0.40596
0.902, 0.405757, -0.405757
0.9025, 0.405555, -0.405555
0.903, 0.405352, -0.405352
0.9035, 0.405149, -0.405149
0.904, 0.404947, -0.404947
0.9045, 0.404744, -0.404744
0.905, 0.404542, -0.404542
0.9055, 0.40434, -0.40434
0.906, 0.404138, -0.404138
0.9065, 0.403936, -0.403936
0.907, 0.403734, -0.403734
0.9075, 0.403532, -0.403532
0.908, 0.40333, -0.40333
0.9085, 0.403128, -0.403128
0.909, 0.402927, -0.402927
0.9095, 0.402726, -0.402726
0.91, 0.402524, -0.402524
0.9105, 0.402323, -0.402323
0.911, 0.402122, -0.402122
0.9115, 0.401921, -0.401921
0.912, 0.40172, -0.40172
0.9125, 0.401519, -0.401519
0.913, 0.401318, -0.401318
0.9135, 0.401118, -0.401118
0.914, 0.400917, -0.400917
0.9145, 0.400717, -0.400717
0.915, 0.400517, -0.400517
0.9155, 0.400316, -0.400316
0.916, 0.400116, -0.400116
0.9165, 0.399916, -0.399916
0.917, 0.399716, -0.399716
0.9175, 0.399517, -0.399517
0.918, 0.399317, -0.399317
0.9185, 0.399117, -0.399117
0.919, 0.398918, -0.398918
0.9195, 0.398718, -0.398718
0.92, 0.398519, -0.398519
0.9205, 0.39832, -0.39832
0.921, 0.398121, -0.398121
0.9215, 0.397922, -0.397922
0.922, 0.397723, -0.397723
0.9225, 0.397524, -0.397524
0.923, 0.397325, -0.397325
0.9235, 0.397127, -0.397127
0.924, 0.396928, -0.396928
0.9245, 0.39673, -0.39673
0.925, 0.396531, -0.396531
0.9255, 0.396333, -0.396333
0.926, 0.396135, -0.396135
0.9265, 0.395937, -0.395937
0.927, 0.395739, -0.395739
0.9275, 0.395541, -0.395541
0.928, 0.395344, -0.395344
0.9285, 0.395146, -0.395146
0.929, 0.394948, -0.394948
0.9295, 0.394751, -0.394751
0.93, 0.394554, -0.394554
0.9305, 0.394356, -0.394356
0.931, 0.394159, -0.394159
0.9315, 0.393962, -0.393962
0.932, 0.393765, -0.393765
0.9325, 0.393569, -0.393569
0.933, 0.393372, -0.393372
0.9335, 0.393175, -0.393175
0.934, 0.392979, -0.392979
0.9345, 0.392782, -0.392782
0.935, 0.392586, -0.392586
0.9355, 0.39239, -0.39239
0.936, 0.392193, -0.392193
0.9365, 0.391997, -0.391997
0.937, 0.391801, -0.391801
0.9375, 0.391606, -0.391606
0.938, 0.39141, -0.39141
0.9385, 0.391214, -0.391214
0.939, 0.391019, -0.391019
0.9395, 0.390823, -0.390823
0.94, 0.390628, -0.390628
0.9405, 0.390433, -0.390433
0.941, 0.390237, -0.390237
0.9415, 0.390042, -0.390042
0.942, 0.389847, -0.389847
0.9425, 0.389652, -0.389652
0.943, 0.389458, -0.389458
0.9435, 0.389263, -0.389263
0.944, 0.389068, -0.389068
0.9445, 0.388874, -0.388874
0.945, 0.38868, -0.38868
0.9455, 0.388485, -0.388485
0.946, 0.388291, -0.388291
0.9465, 0.388097, -0.388097
0.947, 0.387903, -0.387903
0.9475, 0.387709, -0.387709
0.948, 0.387515, -0.387515
0.9485, 0.387322, -0.387322
0.949, 0.387128, -0.387128
0.9495, 0.386934, -0.386934
0.95, 0.386741, -0.386741
0.9505, 0.386548, -0.386548
0.951, 0.386354, -0.386354
0.9515, 0.386161, -0.386161
0.952, 0.385968, -0.385968
0.9525, 0.385775, -0.385775
0.953, 0.385583, -0.385583
0.9535, 0.38539, -0.38539
0.954, 0.385197, -0.385197
0.9545, 0.385005, -0.385005
0.955, 0.384812, -0.384812
0.9555, 0.38462, -0.38462
0.956, 0.384428, -0.384428
0.9565, 0.384235, -0.384235
0.957, 0.384043, -0.384043
0.9575, 0.383851, -0.383851
0.958, 0.383659, -0.383659
0.9585, 0.383468, -0.383468
0.959, 0.383276, -0.383276
0.9595, 0.383084, -0.383084
0.96, 0.382893, -0.382893
0.9605, 0.382701, -0.382701
0.961, 0.38251, -0.38251
0.9615, 0.382319, -0.382319
0.962, 0.382128, -0.382128
0.9625, 0.381937, -0.381937
0.963, 0.381746, -0.381746
0.9635, 0.381555, -0.381555
0.964, 0.381364, -0.381364
0.9645, 0.381174, -0.381174
0.965, 0.380983, -0.380983
0.9655, 0.380793, -0.380793
0.966, 0.380602, -0.380602
0.9665, 0.380412, -0.380412
0.967, 0.380222, -0.380222
0.9675, 0.380032, -0.380032
0.968, 0.379842, -0.379842
0.9685, 0.379652, -0.379652
0.969, 0.379462, -0.379462
0.9695, 0.379273, -0.379273
0.97, 0.379083, -0.379083
0.9705, 0.378894, -0.378894
0.971, 0.378704, -0.378704
0.9715, 0.378515, -0.378515
0.972, 0.378326, -0.378326
0.9725, 0.378137, -0.378137
0.973, 0.377947, -0.377947
0.9735, 0.377759, -0.377759
0.974, 0.37757, -0.37757
0.9745, 0.377381, -0.377381
0.975, 0.377192, -0.377192
0.9755, 0.377004, -0.377004
0.976, 0.376815, -0.376815
0.9765, 0.376627, -0.376627
0.977, 0.376439, -0.376439
0.9775, 0.376251, -0.376251
0.978, 0.376062, -0.376062
0.9785, 0.375874, -0.375874
0.979, 0.375687, -0.375687
0.9795, 0.375499, -0.375499
0.98, 0.375311, -0.375311
0.9805, 0.375123, -0.375123
0.981, 0.374936, -0.374936
0.9815, 0.374749, -0.374749
0.982, 0.374561, -0.374561
0.9825, 0.374374, -0.374374
0.983, 0.374187, -0.374187
0.9835, 0.374, -0.374
0.984, 0.373813, -0.373813
0.9845, 0.373626, -0.373626
0.985, 0.373439, -0.373439
0.9855, 0.373253, -0.373253
0.986, 0.373066, -0.373066
0.9865, 0.372879, -0.372879
0.987, 0.372693, -0.372693
0.9875, 0.372507, -0.372507
0.988, 0.372321, -0.372321
0.9885, 0.372134, -0.372134
0.989, 0.371948, -0.371948
0.9895, 0.371763, -0.371763
0.99, 0.371577, -0.371577
0.9905, 0.371391, -0.371391
0.991, 0.371205, -0.371205
0.9915, 0.37102, -0.37102
0.992, 0.370834, -0.370834
0.9925, 0.370649, -0.370649
0.993, 0.370464, -0.370464
0.9935, 0.370278, -0.370278
0.994, 0.370093, -0.370093
0.9945, 0.369908, -0.369908
0.995, 0.369723, -0.369723
0.9955, 0.369539, -0.369539
0.996, 0.369354, -0.369354
0.9965, 0.369169, -0.369169
0.997, 0.368985, -0.368985
0.9975, 0.3688, -0.3688
0.998, 0.368616, -0.368616
0.9985, 0.368432, -0.368432
0.999, 0.368248, -0.368248
0.9995, 0.368063, -0.368063
1, 0.367879, -0.367879
1, 0.367879, -0.367879
